dateTime,A1,A2,A2.1,A3,A4,A5,A6,A7,A8,A9,A10,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,D15
2025-04-22 09:10:52,22,Heterosexual (straight),Male,Camarines Sur,I wanted connection with others so I used Bumble which is easy and accessible to me without leaving my home. ,Few times a month,3-6 months,Yes,Superswipe,2,Dating,"Fun, casual dates",No,"I use my nickname not my full government name, not because I want it to be anonymous but I want to be called by my nickname ",2.0,"Casual Swiping - I swipe for fun, out of boredom. Not always looking for an immediate match.",Same Age. I’d like people who are on the same wavelength as me so we could vibe easier. Interacting with similar age is more comfortable for me. ,"Same Location, Same Interests, Different University/College, Different Location",Women,Yes,Initiating contact is easy for me,"Finding genuine connections, Matches that don't respond, Matches with people that ghosts or unexpectedly unmatches",Ghosting,3 - No Impact,3 - No Impact,Bumble is fun but not for genuine relationships
2025-04-25 13:31:42,18,Panromantic ,Male,Batangas,"To find connections, those connections varying from romance to friendship but really more about expanding my social circles",Once a day,6-12 months,No,,4,Dating,"Life partner, Long-term relationship",No,I feel like my real name can be learned after we can vibe? ,1.0,"Vibe check - I read bios, interests, photos and other important profile facts before deciding","Different age, it's rare to find same age that matches the same interests as mune",Same Interests,Men,Yes,"I think me making the first move has a greater chance for me to set the mood, making it more chill and approachable",Finding genuine connections,"IG only or date to fuck, i don't really mind but it's a little dislike of mine",4 - Somewhat positively improved my social life,5 - Very Positively Improved my self-confidence,"Always take time in knowing the person, don't be fast. Bumble is a very chaotic experience and it's something you need to balance yet live while using it"
2025-04-26 01:37:59,23,Heterosexual (straight),Male,Laguna,"Just for fun. Nothing serious. Pero kung may papalag, G lang. ",Few times a week,More than a year,No,,2,Dating,"Fun, casual dates, Intimacy, without commitment, Long-term relationship",Yes,"They will still know me, regardless ",2.0,Aggressive swiping - I swipe to maximize matches and filter later,More choices later,"Same University/College, Same Degree Program, Same Age, Same Location, Same Interests, Different University/College, Different Degree Program, Different Age, Different Location, Different Interests",Women,No,They usually first move,"Matches that don't respond, Matches with people that ghosts or unexpectedly unmatches, Not enough matches, Not my type",They cannot hold conversations. No goal,3 - No Impact,3 - No Impact,Dates/talking stages ended in bad terms. Not recommended if you want to be serious
2025-04-26 11:27:07,24,Heterosexual (straight),Male,Laguna,To meet potential partners,Few times a week,More than a year,Yes,"Boost, Superswipe",2,Dating,"Fun, casual dates",Yes,I have a very common name,3.0,Mood-based swiping - I swipe depending on how I'm feeling at the very moment.,There aren’t a lot of people with the same age,Same Interests,Women,Yes,Vibe checking,"Finding genuine connections, I am not their type, Matches that don't respond, Not enough matches, Not my type",Trauma dumping,2 - Somewhat negatively affected my social life,3 - No Impact,
2025-04-26 11:30:13,22,Heterosexual (straight),Female,Benguet,To look for a potential partner.,Few times a week,More than a year,Yes,"Premium, Spotlight",3,Dating,"Fun, casual dates, Life partner",No,For privacy purposes.,15.0,"Casual Swiping - I swipe for fun, out of boredom. Not always looking for an immediate match.",I prefer guys around my age since they almost always pass the vibe check. ,"Same Age, Same Interests, Different University/College, Different Location",Men,Yes,The app usually allows females to make the first move under heterosexual users.,"Finding genuine connections, Not my type",People with no depth/substance. ,4 - Somewhat positively improved my social life,4 - Somewhat positively improved my self-confidence,"As a student, I have become more confident in dating and in meeting people. It improved my social skills to the point that if me and my match do not see us taking it to the next level, we agree to become acquaintances instead. "
2025-04-26 16:36:46,29,Bisexual,Male,Laguna,To find real connection,Several times a day,Less than a month,Yes,Premium,2,Dating,"Life partner, Long-term relationship",Yes,.,3.0,"Vibe check - I read bios, interests, photos and other important profile facts before deciding",Any age will do,Anything,Men,Yes,Just to keep the momentum going,"Finding genuine connections, Having similar relationship goals, I am not their type, Matches that don't respond, Matches with people that ghosts or unexpectedly unmatches",They don’t respond ,3 - No Impact,1 - Very Negatively affected my self-confidence,Not all you like are willing to get to know you. They are just looking for fun (sex).
2025-04-28 18:15:36,21,Bisexual,Female,Laguna,Boredom lang at to find new connections,Once a day,6-12 months,No,,3,Dating,"Fun, casual dates, Intimacy, without commitment, Long-term relationship",No,To avoid getting searched in other socmed platforms,50.0,"Casual Swiping - I swipe for fun, out of boredom. Not always looking for an immediate match.","Different Age, I feel like they are more emotionally mature","Same University/College, Same Degree Program, Same Age, Same Location, Same Interests, Different University/College, Different Degree Program, Different Age, Different Location, Different Interests",Men,No,Not sure what opening move to do,"Finding genuine connections, Matches that don't respond, Matches with people that ghosts or unexpectedly unmatches, Not my type",down to fuck culture,3 - No Impact,3 - No Impact,
2025-04-28 20:17:39,26,Heterosexual (straight),Male,Oriental Mindoro,To find a meaningful connection,Rarely,1-3 months,Yes,Boost,3,Dating,"Fun, casual dates, Long-term relationship",Yes,People will eventually find out anyway so I just use my real name or nickname.,10.0,Selective swiping - I swipe right only on profiles that genuinely catch my interest,It's easier to find the same wavelength in people of the same age or slightly older.,Same Interests,Women,Yes,"Because it's usually a ""tell"" if someone is genuinely interested in you.","Finding genuine connections, Geographic distance, Matches that don't respond, Not my type",Trauma dumping.,3 - No Impact,3 - No Impact,Bumble is somewhat of a gateway to developing a tendency of superficially judging people based on appearances (lookism). 
2025-04-28 20:43:46,25,Heterosexual (straight),Male,Oriental Mindoro,I used it before to find people to hang out with,Rarely,More than a year,No,,3,Dating,"Fun, casual dates, Life partner, Marriage",Yes,I have nothing to gain from hiding my name,20.0,Selective swiping - I swipe right only on profiles that genuinely catch my interest,Age doesn't matter as long as they are legal,"Same Location, Same Interests",Women,No,"In bumble, women need to message first to unlock the message feature for the guy",Matches with people that ghosts or unexpectedly unmatches,When I already know them personally ,4 - Somewhat positively improved my social life,4 - Somewhat positively improved my self-confidence,Its not for everyone
2025-04-29 12:47:38,21,Pansexual,Female,Laguna,to date,Few times a week,More than a year,No,,3,Dating,"Fun, casual dates, Long-term relationship",Yes,authenticity,3.0,Mood-based swiping - I swipe depending on how I'm feeling at the very moment.,"minsan kapag bored, inoopen yung bumble ",random,all,No,i hate when i first move. pero nagfifirst move if type ko talaga,"Geographic distance, Matches that don't respond, Matches with people that ghosts or unexpectedly unmatches",bastos,4 - Somewhat positively improved my social life,3 - No Impact,for fun lang talaga. no learnings
2025-04-29 12:56:38,19,Heterosexual (straight),Male,Laguna,"To pass time, to meet new people and possibly someone I can match with",Once a day,Less than a month,No,,2,Dating,"Fun, casual dates, Long-term relationship",Yes,To let people know the real me,5.0,"Vibe check - I read bios, interests, photos and other important profile facts before deciding","Same Age, just because I think I would vibe more with people with the same age as mine, rather than those who are far more older/younger. ","Same Age, Same Interests",Women,Yes,"Just to get a grasp of the person’s vibes, and if it matches with mine, then we cool","Finding genuine connections, I am not their type, Matches that don't respond, Matches with people that ghosts or unexpectedly unmatches",Ghosting,4 - Somewhat positively improved my social life,4 - Somewhat positively improved my self-confidence,"A somewhat learning experience I’ve learned is that you cannot please everyone. As a people pleaser, I tend to make other people happy/satisfied/pleased just for the sake of being/talking with them, "
2025-04-29 13:51:35,21,Bisexual,Female,Laguna,I was bored,Several times a day,3-6 months,No,,3,Dating,"Ethical Monogamy, Fun, casual dates",Yes,"I only used my nickname, not my full name",3.0,"Vibe check - I read bios, interests, photos and other important profile facts before deciding",Different age (older) because I want someone who is more mature than me,"Same Interests, Different Age, Different Location",Men,No,I don’t want to be seen as a pushover,"Finding genuine connections, I am not their type, Matches that don't respond",Related to sex is their first message,2 - Somewhat negatively affected my social life,4 - Somewhat positively improved my self-confidence,Don’t be afraid to interact with your crush
2025-04-29 13:51:42,21,Heterosexual (straight),Male,Laguna,Trip ko lng,Few times a week,3-6 months,No,,4,Dating,"Fun, casual dates, Intimacy, without commitment, Long-term relationship",Yes,,4.0,"Casual Swiping - I swipe for fun, out of boredom. Not always looking for an immediate match.",Same age,Same University/College,Women,No,pagod na kasi ako,"Geographic distance, I am not their type",Smoking,4 - Somewhat positively improved my social life,4 - Somewhat positively improved my self-confidence,Wag magldr
2025-04-29 14:55:11,21,Gay,Male,Laguna,Naghahanap ng cute,Rarely,More than a year,No,,2,Dating,"Fun, casual dates, Intimacy, without commitment",Yes,Because I'm not a catfish.,,"Casual Swiping - I swipe for fun, out of boredom. Not always looking for an immediate match.",Scary if not same age,"Same University/College, Same Degree Program, Same Age, Same Location, Same Interests",Men,No,"Because I'm not looking for anything, plus even having a conversation there is hard. Whenever I'm proactive in chatting, it falls onto me to carry the conversation.","Finding genuine connections, Not my type",Bland in text.,4 - Somewhat positively improved my social life,5 - Very Positively Improved my self-confidence,Just find one through a friend of a friend. Physical is better.
2025-04-29 15:22:01,25,Heterosexual (straight),Male,Laguna,Looked for a relationship,Once a day,More than a year,Yes,"Premium, Spotlight, Superswipe",3,Dating,"Ethical Monogamy, Fun, casual dates, Intimacy, without commitment, Life partner, Long-term relationship",Yes,For transparency,2.0,"Vibe check - I read bios, interests, photos and other important profile facts before deciding","I look at how alike we are before swiping to facilitate easier, more fun conversations","Same University/College, Same Location, Same Interests, Different Age",Women,No,Because women make the first move,"Geographic distance, I am not their type, Matches that don't respond, Matches with people that ghosts or unexpectedly unmatches","Not showing interest despite swiping, ghosting",4 - Somewhat positively improved my social life,4 - Somewhat positively improved my self-confidence,To appear shallow in order to have conversations that deepen understanding
2025-04-29 15:28:19,22,Heterosexual (straight),Female,Laguna,Validation,Rarely,Less than a month,No,,3,Dating,"Fun, casual dates, Intimacy, without commitment",Yes,"I should’ve not used my real name, but i did because of the “you cannot change this later”",10.0,"Vibe check - I read bios, interests, photos and other important profile facts before deciding",I prefer people who are within my age range to relate to each other,"Same University/College, Same Degree Program, Same Age, Same Location, Same Interests, Different University/College, Different Degree Program, Different Age, Different Location, Different Interests",Men,No,I feel shy to initiate conversations because i’m not so confident with my conversational skills,"Finding genuine connections, Not my type",I don’t know because I don’t interact with people I match with,3 - No Impact,5 - Very Positively Improved my self-confidence,You can find people who are attracted to you in Bumble but the connection still depends on you both.
2025-04-29 15:40:29,19,Heterosexual (straight),Male,Rizal,To realize my full potential,Several times a day,Less than a month,Yes,"Premium, Premium+",3,Dating,"Fun, casual dates, Intimacy, without commitment, Long-term relationship",Yes,Transparency,50.0,Strategic swiping - I swipe based on specific type or checklist in mind,I prefer older women,"Same University/College, Same Location, Same Interests, Different Age",Women,No,That’s the feature that sets Bumble apart so why would I,Geographic distance,Illiteracy,5 - Very Positively Improved my social life,5 - Very Positively Improved my self-confidence,"It could lead to genuine connections. However, it still mainly remains as a short-term-fun platform."
2025-04-29 22:31:57,23,Heterosexual (straight),Male,Metro Manila,Improve chat skills ,Once a day,6-12 months,Yes,Premium,3,Dating,"Fun, casual dates",Yes,Second name is less known so not too obvious,3.0,"Vibe check - I read bios, interests, photos and other important profile facts before deciding",Same age,"Same Age, Same Location, Same Interests",Women,Yes,To test the waters,"Matches that don't respond, Matches with people that ghosts or unexpectedly unmatches",One liner reply,3 - No Impact,3 - No Impact,Confidence is key
2025-04-30 00:10:17,20,Heterosexual (straight),Female,Rizal,I wanted to see if it would be easier to find connections using bumble than if i were to let it find me,Rarely,6-12 months,Yes,See likes,3,Dating,"Ethical Monogamy, Fun, casual dates, Life partner, Long-term relationship",Yes,I didn't know people didn't use their real names ,1.0,"Vibe check - I read bios, interests, photos and other important profile facts before deciding",to see if we have similar interests or they have what i look for in a partner,"Same Age, Same Interests",Men,No,I'm inexperienced when it comes to dating and would often expect other people to do it instead ,"Geographic distance, Not enough matches, Not my type",,3 - No Impact,4 - Somewhat positively improved my self-confidence,
2025-04-30 21:42:26,24,Gay,Non-binary,Laguna,Talking with random guys.,Several times a day,3-6 months,No,,3,Dating,"Fun, casual dates, Intimacy, without commitment, Long-term relationship",No,using real names might pose security issues.,5.0,Selective swiping - I swipe right only on profiles that genuinely catch my interest,"Different age, older guys tend to be more committed in looking for a stable relationship.","Same University/College, Same Interests, Different University/College, Different Degree Program, Different Age, Different Location, Different Interests",Men,No,"wala, pa-princess lang hahaha. Pero on a serious note, if the other party makes the first move first, that’s when I know they’re interested.","Finding genuine connections, Geographic distance, Having similar relationship goals, Matches that don't respond, Matches with people that ghosts or unexpectedly unmatches, Not my type","getting you hooked to a conversation then, ghosting the next day. Well to be fair, I also do this, I guess this is the downside of having meet these people online, the uncertainties of maintaining conversations and connections just wears thin by day.",3 - No Impact,3 - No Impact,"Real connections start once you meet the person face-to-face. In the online world, anyone can be anyone. One thing I’ve learned from my previous Bumble fling (which cheated on me) is that… “Stop looking for the right person, be the right person.”"
2025-05-03 00:09:34,18,Gay,Non-binary,Laguna,I need to put myself out there more. I'm sick and tired of being on the sidelines. I wanna be in the spotlight for once in my life,Few times a week,Less than a month,No,,2,Dating,"Fun, casual dates",Yes,It's just easier that way,4.0,"Vibe check - I read bios, interests, photos and other important profile facts before deciding",I dont really mind the age that much cause Im already on my 18th and Its more important for me to know if we have the same vibes,"Same Interests, Different University/College, Different Age",Men,Yes,Life's too short to wait around,"Finding genuine connections, I am not their type, Matches that don't respond, Matches with people that ghosts or unexpectedly unmatches, Not enough matches, Not my type",Dry texters and smokers,3 - No Impact,4 - Somewhat positively improved my self-confidence,It's better to find people in real life to date than in a dating up but welp I have no social life so bumble it is.
2025-05-03 20:09:13,20,Heterosexual (straight),Female,Laguna,To find dates,Rarely,More than a year,Yes,Premium,3,Dating,"Fun, casual dates, Intimacy, without commitment, Life partner, Long-term relationship",Yes,I don't want to lie.,2.0,"Vibe check - I read bios, interests, photos and other important profile facts before deciding","Different Age, prefer dating someone older","Same University/College, Same Location, Same Interests",Men,Yes,the person is relly interesting ,"Finding genuine connections, Having similar relationship goals, I am not their type, Matches that don't respond, Matches with people that ghosts or unexpectedly unmatches, Not enough matches, Not my type",Does not know how to carry a conversation ,2 - Somewhat negatively affected my social life,4 - Somewhat positively improved my self-confidence,Not an effective way to date.
2025-05-09 18:34:39,22,Bisexual,Male,Laguna,I use bumble to look for some genuine connections.,Several times a day,More than a year,Yes,"Boost, Compliment, Spotlight, Superswipe",4,Dating,"Fun, casual dates, Intimacy, without commitment, Long-term relationship",Yes,I use my real name just because I wanted to and I've got nothing to hide or lose when using bumble.,20.0,Selective swiping - I swipe right only on profiles that genuinely catch my interest,"The ""Same Age/Different Age"" preference allows users to filter potential matches based on age similarity. People might choose ""Same Age"" for shared life experiences, cultural references, and similar life stages, while ""Different Age"" may prefer for variety, maturity differences, or personal attraction to specific age groups.","Same Degree Program, Same Age, Same Interests, Different University/College, Different Degree Program, Different Age, Different Location, Different Interests",Men,Yes,I do it because I'm interested in knowing that person.,"Finding genuine connections, Matches that don't respond","I dislike people with ""no substance"" or who are ""bland"" in conversation",4 - Somewhat positively improved my social life,5 - Very Positively Improved my self-confidence,"As a student, it helped me improve my communication skills by learning how to start engaging conversations and maintain interest with different personalities. I also became more resilient and patient when faced with ghosting or unresponsive matches, realizing that not every connection will work out—and that’s okay. These experiences taught me to be more confident in expressing myself and more accepting of the natural flow of dating."
2025-05-09 19:26:29,21,Heterosexual (straight),Female,Batangas,for fun and to meet other people,Few times a month,3-6 months,No,,3,Dating,"Fun, casual dates",No,I prefer to use my nickname,5.0,"Vibe check - I read bios, interests, photos and other important profile facts before deciding",I want to meet people who has the same interest like mine so we can easily start a conversation,"Same Location, Same Interests, Different University/College, Different Degree Program, Different Age",Men,Yes,Afaik woman is the first one who should sending a message,"Geographic distance, I am not their type, Matches that don't respond",When they are committed or they are not saying their true info about themselves ,4 - Somewhat positively improved my social life,4 - Somewhat positively improved my self-confidence,I got to experience interacting with different people and got to know how to approach them
2025-05-09 20:51:05,23,Bisexual,Male,Batangas,to meet new people and find a crush??? ,Rarely,Less than a month,No,,2,Dating,"Fun, casual dates, Long-term relationship",Yes,it's hard to lie? altho it's embarrassing if I'm gonna be seen by people whom I know,0.0,"Vibe check - I read bios, interests, photos and other important profile facts before deciding","diff age, I tend to be attracted to someone slightly older than me","Same University/College, Same Degree Program, Same Location, Same Interests, Different University/College, Different Degree Program, Different Interests","men, women",Yes,"If the person really caught my attention, I will do the first move","Finding genuine connections, Geographic distance, I am not their type, Matches that don't respond, Matches with people that ghosts or unexpectedly unmatches, Not enough matches","attitude, behavioe, communication skills",3 - No Impact,2 - Somewhat negatively affected my self-confidence,it's easier to find a match if you're conventionally attractive or economically rich :'(
2025-05-09 21:59:59,21,Heterosexual (straight),Female,Laguna,To interact with people same with my interest ,Few times a month,More than a year,No,,3,Dating,"Fun, casual dates, Intimacy, without commitment",No,For privacy reasons,20.0,"Vibe check - I read bios, interests, photos and other important profile facts before deciding",I would like my date will be older than me because I believe that someone with more life experience can offer a different level of maturity and perspective,"Same Interests, Different Age",Men,No,Because I want them to be the one who will approach me first ,"Finding genuine connections, Having similar relationship goals",Horny ,4 - Somewhat positively improved my social life,4 - Somewhat positively improved my self-confidence,"I learned to be more cautious and discerning, since not everyone on the app shares the same level of sincerity. At the same time, it helped me understand the importance of setting personal boundaries and recognizing red flags early."
2025-05-10 00:02:47,23,Heterosexual (straight),Male,Cavite,Have fun,Few times a week,Less than a month,No,,3,Dating,"Ethical Monogamy, Fun, casual dates, Intimacy, without commitment",Yes,Name is name,15.0,"Vibe check - I read bios, interests, photos and other important profile facts before deciding",Not too much,"Same Age, Same Location, Same Interests, Different Degree Program, Different Age, Different Location, Different Interests",Women,No,"In my time, this is not applicable","Finding genuine connections, I am not their type, Matches that don't respond, Not my type",Boring,3 - No Impact,3 - No Impact,Love is love
2025-05-10 00:57:36,29,Heterosexual (straight),Male,Laguna,Find someone who matches my interests,Several times a day,Less than a month,Yes,Boost,4,Dating,"Fun, casual dates, Intimacy, without commitment",No,Searchable on other social media,6.0,"Vibe check - I read bios, interests, photos and other important profile facts before deciding","Different Age, somehow one can lead (never actually matched to same age with same interest)",Same Interests,Women,Yes,"Bumble depends on if there is an opening move or not and from that, either you first move (if match does not have opening move) or first chat (if match does have opening move) in my experience (not really sure).",Matches that don't respond,cold replys or no topic,4 - Somewhat positively improved my social life,5 - Very Positively Improved my self-confidence,"Show the best that you got to get peoples attention and be your real you so that when matched, expectations are matched."
2025-05-11 09:19:17,20,Heterosexual (straight),Male,Laguna,"To find a partner. Not just a fling or hook-up, but a partner.",Several times a day,1-3 months,Yes,"Boost, Compliment, Premium, Premium+, Spotlight, Superswipe",2,Dating,"Fun, casual dates, Long-term relationship",No,I have no particular reason in mind.,5.0,"Vibe check - I read bios, interests, photos and other important profile facts before deciding","I want to know if we'll click based in the given info on their profile. Kumbaga, gusto ko kilalanin kahit nang onti ang babaeng balak ko ipursue","Same University/College, Same Degree Program, Same Age, Same Location, Same Interests",Women,Yes,"I think it's respect na rin na you'll make the forst move. Ako kasi ang naunang mag swipe, so if nag swipe ka sa akin, parang moral obligation ko na rin yun na mag first move.",Finding genuine connections,Biggest dislike so far is there were cases na hindi kami on the same page.,4 - Somewhat positively improved my social life,4 - Somewhat positively improved my self-confidence,"Don't expect too much sa info nila. Don't date or meet up if wala kang money that day, we can always decline sa invites. "
2025-05-11 20:08:26,22,Bisexual,Female,Metro Manila,To find a kalandian,Several times a day,3-6 months,No,,4,Dating,"Fun, casual dates",Yes,,10.0,"Vibe check - I read bios, interests, photos and other important profile facts before deciding",Older people are more mature,"Same University/College, Same Interests, Different Age",Women,Yes,When they’re my type,"Finding genuine connections, Matches with people that ghosts or unexpectedly unmatches, Not my type",Perverts,4 - Somewhat positively improved my social life,4 - Somewhat positively improved my self-confidence,The right person will come :)
2025-05-14 20:13:36,20,Bisexual,Male,Metro Manila,For fun!,Several times a day,1-3 months,Yes,Premium,3,Dating,"Fun, casual dates, Intimacy, without commitment",Yes,I didn’t think being dishonest would be good,15.0,"Vibe check - I read bios, interests, photos and other important profile facts before deciding",The difference in age being only ~1 year because I didn’t want to seem like a pdf or being groomed,"Same Age, Same Location, Same Interests",Women,Yes,"I don’t know, it’s just fun to see if they match the vibe","Finding genuine connections, Geographic distance, I am not their type, Matches that don't respond, Matches with people that ghosts or unexpectedly unmatches",People immediately asking for indecent photos,3 - No Impact,4 - Somewhat positively improved my self-confidence,"It’s good for a pastime, but genuine connections come from real life memories, in my experience."
2025-05-14 21:40:20,19,Heterosexual (straight),Male,Laguna,"make connections, practice socializing skills, meet people",Few times a week,1-3 months,Yes,Premium,3,Dating,"Fun, casual dates",No,name is plain as hell,3.0,"Vibe check - I read bios, interests, photos and other important profile facts before deciding",ayaw sa kaedad,"Same University/College, Same Location, Same Interests, Different Age",Women,Yes,sayang match eh,"Finding genuine connections, Geographic distance, I am not their type, Matches that don't respond",tipid sumagot ,3 - No Impact,4 - Somewhat positively improved my self-confidence,wag magrespond sa matches kung wala sa mood hahaha ayan maging first impression na maiiwan mo e
2025-05-14 21:45:33,20,Heterosexual (straight),Male,Laguna,"To socialize, find new friends, people of same interests.",Once a day,1-3 months,No,,4,Dating,"Ethical Monogamy, Fun, casual dates, Life partner, Long-term relationship",No,to be mysterious??? it feels better to have your pic posted but not your real name,2.0,Selective swiping - I swipe right only on profiles that genuinely catch my interest,"I like both I think. Sometimes I prefer older women, sometimes I prefer women that is 1 or 2 years younger than me.","Same University/College, Same Age, Same Interests, Different Age",Women,No,Sometimes there are instances that they just swiped the wrong direction? So I don't message first in order for them to have time to think if they want to interact or cancel the match.,"Finding genuine connections, Geographic distance",Someone being too boastful.,3 - No Impact,3 - No Impact,"If you're interested in that person, just like them, maybe you'll be a match."
2025-05-15 00:53:13,20,Bisexual,Female,Laguna,For fun sana.,Rarely,Less than a month,No,,3,Dating,Long-term relationship,Yes,why lie about the names tho. we keep it real,8.0,Selective swiping - I swipe right only on profiles that genuinely catch my interest,"we like it different. char. ewan, as a girly na gusto ng older, mas maganda na may gap so we can learn from each other","Same Interests, Different University/College, Different Degree Program, Different Age",Men,No,di ko trip talaga. Habulin niya ako,"Finding genuine connections, Matches that don't respond, Not my type",Inboxed ,3 - No Impact,3 - No Impact,IT’S NOT FOR ME (ONLINE DATING IS NOT FOR ME)
2025-05-15 14:40:08,23,Heterosexual (straight),Female,Metro Manila,Dating,Several times a day,More than a year,Yes,"Premium+, Spotlight",4,Dating,"Life partner, Long-term relationship, Marriage",No,For security purposes,200.0,"Vibe check - I read bios, interests, photos and other important profile facts before deciding",I prefer someone older,"Same Interests, Different University/College, Different Degree Program, Different Age",Men,Yes,Just want to,"Having similar relationship goals, Matches with people that ghosts or unexpectedly unmatches, Not my type",Doesn't reply ,5 - Very Positively Improved my social life,4 - Somewhat positively improved my self-confidence,It's easy and you can just disconnect if you no longer want 
2025-05-15 15:26:56,21,Gay,Male,Batangas,To potentially find a partner,Rarely,More than a year,Yes,Premium,2,Dating,Long-term relationship,Yes,,3.0,"Vibe check - I read bios, interests, photos and other important profile facts before deciding","I generally prefer people around my age, either two years younger or older than me. If there is a significant age gap between two parties, they may not see things eye to eye, and a lot of miscommunication and misunderstanding can easily happen. ","Same Location, Same Interests, Different University/College, Different Degree Program",Men,No,"I use it as a test of sorts to see how interested a person is in me, but what usually happens is no one starts the conversation and the match expires. ","Finding genuine connections, Geographic distance, Matches that don't respond, Matches with people that ghosts or unexpectedly unmatches",Dry Texting,3 - No Impact,4 - Somewhat positively improved my self-confidence,"While there are a lot of fish in the sea, you are only trying to find the one fish that matches you, and finding that person is an arduous and awfully long journey. You will find a lot of people that seem to be perfect in your eyes, but once you get to know them, they are as dry as a packet of crackers. You will also find people whose whole life's goal is to play with your feelings and make you feel bad about yourself. From my experience, there are genuinely a lot of bad people in dating apps. All I can say is to not lose hope; love comes unexpectedly. You could encounter it in a myriad of ways that are not limited to a dating app, but finding that love will take a lot of time, even years, and that requires a lot of patience. While finding a person that gives a sense of security is a comforting feeling, you must not forget that feeling is not strictly tied to relationships. You can get that kind of feeling from your family members, your friends, and even yourself :^)."
2025-05-15 16:44:21,21,Heterosexual (straight),Female,Metro Manila,Window shopping ,Rarely,Less than a month,No,,3,Dating,"Fun, casual dates",Yes,It’s easier using my real name when I am introducing myself ,2.0,"Vibe check - I read bios, interests, photos and other important profile facts before deciding","Different age, since I prefer dating men older than me","Same Location, Same Interests, Different Age, Different Interests",Men,No,I’d like to see how they approach people,"Finding genuine connections, I am not their type, Matches with people that ghosts or unexpectedly unmatches, Not my type",People who only connect for the sake of intimacy ,4 - Somewhat positively improved my social life,4 - Somewhat positively improved my self-confidence,I finally recognized that I do have a type in men
2025-05-15 18:36:54,21,Bisexual,Female,Cavite,"Bored, looking for something new in my life",Once a day,Less than a month,No,,3,Dating,"Fun, casual dates",No,I want separation from the life i have with my real name compared to the name i use in bumble,7.0,Selective swiping - I swipe right only on profiles that genuinely catch my interest,We can have the same interest and same respect,"Same Location, Same Interests, Different University/College, Different Degree Program",Women,Yes,usually yes because i find that person attractive,"Finding genuine connections, Matches that don't respond, Matches with people that ghosts or unexpectedly unmatches",no substance ,3 - No Impact,2 - Somewhat negatively affected my self-confidence,not much actually
2025-05-15 19:17:21,21,Heterosexual (straight),Female,Bulacan,i used bumble to have someone to talk to ,Several times a day,3-6 months,No,,3,Dating,"Fun, casual dates, Long-term relationship",Yes,just first name only,5.0,"Vibe check - I read bios, interests, photos and other important profile facts before deciding",i chose guys samew my  age or older than me ,"Same Interests, Different University/College, Different Age, Different Location",Men,Yes,that’s how the app work. girls do the first move,"Finding genuine connections, Having similar relationship goals, Matches that don't respond, Matches with people that ghosts or unexpectedly unmatches",plain profile that has no details ,4 - Somewhat positively improved my social life,4 - Somewhat positively improved my self-confidence,not to meet up right away 
2025-05-15 19:24:04,21,Bisexual,Male,Metro Manila,"Fun, casual, para icheck kung nagdownload ulit siya",Rarely,More than a year,No,,3,Dating,"Fun, casual dates",No,Safety and for lowkey purposes (not necessarily needed to know it immediately),10.0,Selective swiping - I swipe right only on profiles that genuinely catch my interest,"I don’t have preference in age as long it ranges 19-25, not too young and not too old for my age","Same Age, Same Interests, Different Degree Program",Men,Yes,"If the person is really my type, i do first move",Finding genuine connections,"Typings, substance-less, low comprehension",2 - Somewhat negatively affected my social life,4 - Somewhat positively improved my self-confidence,inorganic relationship won’t work.
2025-05-20 19:50:44,21,Heterosexual (straight),Male,Metro Manila,Just because im bored,Several times a day,More than a year,Yes,Unlimited Swipes,3,Dating,"Fun, casual dates, Intimacy, without commitment",No,I just prefer it that way,4.0,"Vibe check - I read bios, interests, photos and other important profile facts before deciding",No preference at all,"No preferences at all, its just a matter of ""if i like u, i like u""",Women,Yes,Its easier to filter out if they want to reply or not,Not my type,the way ppl's attitudes are,4 - Somewhat positively improved my social life,3 - No Impact,none
2025-05-21 10:06:03,24,Heterosexual (straight),Male,Metro Manila,Practice dating,Few times a week,1-3 months,No,,3,Dating,"Fun, casual dates",Yes,There's no point faking my name,10.0,"Vibe check - I read bios, interests, photos and other important profile facts before deciding",I don't feel comfortable dating someone far from my age ,Same Age,Women,Yes,Practicing my communication skills,"Finding genuine connections, I am not their type, Matches that don't respond, Matches with people that ghosts or unexpectedly unmatches",Bland personality,3 - No Impact,3 - No Impact,It's hard to find genuine connection online
2025-05-21 10:19:30,18,Heterosexual (straight),Female,Laguna,To date,Once a day,Less than a month,Yes,"Boost, Superswipe",3,Dating,"Ethical Monogamy, Fun, casual dates, Intimacy, without commitment",No,Privacy safety,20.0,Selective swiping - I swipe right only on profiles that genuinely catch my interest,i don't really mind the age difference basta hindi masyadong malayo yung age ,"Same Age, Same Interests, Different Age",Men,No,"If they're really interested, they'll make the first move lalo na pede na magfirst move ang lalake ngayon sa bumble",Matches that don't respond,Ikaw lang nagdadala sa usapan ,3 - No Impact,4 - Somewhat positively improved my self-confidence,"minsan hindi ikaw ung problema, sila talaga "
